queue_utc,seller_sku,asin,supplier_code,supplier_name,recommendation_status,suggested_qty,suggested_unit_cost_gbp,suggested_market_price_gbp,expected_forward_roi_pct,expected_forward_profit_per_unit_gbp,days_cover_available_only,days_cover_total_pipeline,reason_codes,queue_status,title,main_image,supplier_group_key,snooze_until_utc,queue_notes,cost_mode,recommendation_basis,max_break_even_purchase_price_gbp,max_target_roi_purchase_price_gbp,target_roi_pct,purchase_price_safety_status,user_price_check_required,supplier_cost_review_reason,expected_next_unit_cost_gbp,suggested_action,key_reason,confidence_note,is_snoozed
2026-05-19T12:29:02Z,6E-U01F-GUCT,B0CSVLW6QL,,,wait,0,,10,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Funko Pop! TV: Wednesday - Enid Sinclair - Rave'n E - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/61Oc1I+iqPL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,10,9.090909,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,714776,B001KYTW0O,,,wait,0,,5.58,,,45,45,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Fackelmann OPAL Melon Baller, Food & Fruit Scoop, Grapefruit & Potato Scoop, Cutting Scoop Head, Stainless Steel, 16.5x2.3x1.5cm, Silver",https://m.media-amazon.com/images/I/61jP94DCp2L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,5.58,5.072727,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,714810,B002BX8ZFG,,,wait,0,,4.66,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Fackelmann OPAL Pizza Wheel, Pizza Cutter & Slicer, Super Sharp Blade, Stainless Steel, 18.5x5x1.2cm, Silver",https://m.media-amazon.com/images/I/414DudnlCbL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,4.66,4.236364,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,8S-MI05-1R1X,B09NQ9ZHDQ,,,wait,0,,8.99,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,The Army Painter Speedpaint Singles - Cloudburst Blue,https://m.media-amazon.com/images/I/41Ty40mqCAL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,8.99,8.172727,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,8W-I703-VOFQ,B074H6M7TW,,,wait,0,,14.99,,,15,22,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"LEXIBOOK, Peppa Pig, Walkie-Talkies 200m, Communication Game for Children, 2 Communication Channels, Belt Clip, Battery Operated, Blue, TW12PP",https://m.media-amazon.com/images/I/71zZSx-60sL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,14.99,13.627273,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,C6-XGZB-J6QA,B0083HIM7U,,,wait,0,,5.94,,,104.243249,104.243249,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Curaprox CS 1560 Soft Toothbrush – Firmer Brushing Experience | Gentle Plaque Removal for Adults | Single Pack, Random Color | Made in Switzerland",https://m.media-amazon.com/images/I/71x5uj7jZZL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,5.94,5.4,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,CH-RLZA-2OYU,B01M6BSYME,,,wait,0,,31.21,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Brother LC-3219XLBK Inkjet Cartridge, Black, Single Pack, High Yield, Includes 1 x Inkjet Cartridge, Genuine Supplies",https://m.media-amazon.com/images/I/61xNJgaxlpL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,31.21,28.372727,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,F7-PMJ2-SG6A,B07RZBBG14,,,wait,0,,7.9,,,62.162149,62.162149,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",https://m.media-amazon.com/images/I/31pRHLs9B2L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,7.9,7.181818,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,FD-R7YW-X0GH,B09NQC79GF,,,wait,0,,6.79,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,The Army Painter Speedpaint Grim Black (WP2001),https://m.media-amazon.com/images/I/61gDgn+ZsEL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,6.79,6.172727,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,GH-PONH-K4WQ,B08L3FB3G2,,,wait,0,,11.64,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Ultimate Guard Katana Sleeves Japanese Size Black (60),https://m.media-amazon.com/images/I/81b3cVchhbL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,11.64,10.581818,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,I2-6YKQ-CIBP,B007YX9O9E,,,wait,0,,9.95,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"SanDisk Cruzer Glide 32 GB USB Flash Drive USB 2.0 , Black & Red",https://m.media-amazon.com/images/I/41bb6wrza-L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,9.95,9.045455,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,IM-AYXV-79NJ,B09HXXMJV9,,,wait,0,,5.43,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Revlon ColorStay Matte Lite Crayon - She's Fly,https://m.media-amazon.com/images/I/51-bjkStPgL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,5.43,4.936364,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,J1-6I0O-YXCL,B08CHK57TB,,,wait,0,,7.27,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Max Factor Facefinity Matte Bronzer, 002 Warm Tan",https://m.media-amazon.com/images/I/41wKYq2Ve3L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,7.27,6.609091,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,KQ-XRZK-09KK,B0CSG9BFMJ,,,wait,0,,129.6,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"The Army Painter, Warpaints Fanatic Mega Paint Set, 50 x 18 ml Acrylic Paints Including Metallic, Effects, Washes, 1 Model Making Holder and 1 Paint Brushes – Model Paints for Dnd and Warhammer",https://m.media-amazon.com/images/I/513qdP3iRyL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,129.6,117.818182,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,LF-X542-9TDZ,B07YYG14S1,,,wait,0,,20.44,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Cliganic USDA Organic Argan Oil, 100% Pure | Moroccan Argan Oil for Hair, Face & Skin | Natural Cold Pressed Carrier Oil - Certified Organic | Cliganic 90 Days Warranty",https://m.media-amazon.com/images/I/51XU05wPgrL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,20.44,18.581818,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,LP-QMNJ-J49G,B0CL5DHG37,,,wait,0,,4.32,,,224.000224,224.000224,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",watch_or_wait,CoComelon Children's Toothpaste - Strawberry Flavour - Sugar Free- 74ml - Award Winning,https://m.media-amazon.com/images/I/71KGOVc14aL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,4.32,3.927273,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,M8-LMW1-Z8AS,B00IQFGOGA,,,wait,0,,11.99,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Yale Euro Double Cylinder, 3 Keys Supplied, Standard Security, Visi Packed, Suitable for All Door Types, Nickel Finish, 30:10:30 (70 mm)",https://m.media-amazon.com/images/I/61s9eDJSTnL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,11.99,10.9,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,MW-RSG9-3S2C,B07DRLVHM2,,,wait,0,,12.21,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,Tracer Deep Hole Construction Pencil with 6 x Replacement Lead Pack and accompanying Site Holsters all-in-one Marking Kit. Carpenter Pencil Set,https://m.media-amazon.com/images/I/61WCa3RcjIL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,12.21,11.1,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,N7-A24N-WJA7,B09NM9TVYX,,,wait,0,,9.18,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Disney 6315875812X12 25cm DAR Spiderverse Miles Morales Action Figure 25 cm Soft Toy with Glow in The Dark Eyes, One Size",https://m.media-amazon.com/images/I/61LWiRZy7aL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,9.18,8.345455,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,OT-3LZR-3R6K,B08CB36DY9,,,wait,0,,29.99,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Lay-Z Spa 60304 Hot Tub Canopy Cover for Weather and Sun Shelter, Hot Tub Accessories, Fits Most Lay-Z-Spa Models, Multicolor, 109.0 cm*183.0 cm*94.0 cm",https://m.media-amazon.com/images/I/41zvNM8qwEL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,29.99,27.263636,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,PT-7SUD-DDSG,B09NQ9ZHDQ,,,wait,0,,8.99,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,The Army Painter Speedpaint Singles - Cloudburst Blue,https://m.media-amazon.com/images/I/41Ty40mqCAL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,8.99,8.172727,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,PY-XV78-3OG5,B0D3J9M2H8,,,wait,0,,49.97,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"OtterBox Symmetry Folio Case for iPad Air 13-Inch (2024 M2, 2025 M3, 2026 M4), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",https://m.media-amazon.com/images/I/51NrGRrcraL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,49.97,45.427273,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,QF-JFBE-D4VE,B008ID91XI,,,wait,0,,12.03,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"The Big Cheese Prickle Strip Dog Stopper – 2 m x 28 cm wide, durable Grow-thru Deterrent Protects Plants and Bulbs and Prevents Cats, Dogs, and Wildlife from Digging the Garden and Plant Pots",https://m.media-amazon.com/images/I/41i2F2LNV3L.jpg,,,inactive_sale_status,live,live_mode_missing_cost,12.03,10.936364,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
2026-05-19T12:29:02Z,R4-0AXZ-ZZ9D,B0844ZRHS9,,,wait,0,,12.1,,,,,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,"Paladone Minecraft Zombie Light - Officially Licensed Merchandise, Portable Night Light and Gaming Room Decor for Kids, Gift for Gamer, Battery Powered",https://m.media-amazon.com/images/I/31r7JdCaQrL.jpg,,,inactive_sale_status,live,live_mode_missing_cost,12.1,11,10,missing_expected_cost,1,missing_all_cost_inputs,,wait,SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,inactive_sale_status,0
