probe_event_id,asof_date,response_utc,response_window_minutes,marketplace,sku,asin,competitor_moved_flag,competitor_move_direction,competitor_move_size_gbp,reaction_lag_minutes,buy_box_price_gbp_after,buy_box_channel_after,buy_box_owner_after,our_price_gbp_after,outcome_code,source,notes
safe_mode_JB-RGB6-LZOJ_20260211,2026-02-11,2026-02-11T21:05:20Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,5.95,FBM,,9.99,pending_observation,H007_run_safe_mode_pilot,safe_mode_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260211T172704Z,2026-02-11,2026-02-11T21:27:04Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,5.95,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
safe_mode_JB-RGB6-LZOJ_20260212,2026-02-12,2026-02-12T06:25:13Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,H007_run_safe_mode_pilot,safe_mode_placeholder_response_window
safe_mode_JB-RGB6-LZOJ_20260212,2026-02-12,2026-02-12T06:35:13Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,H007_run_safe_mode_pilot,safe_mode_placeholder_response_window
safe_mode_JB-RGB6-LZOJ_20260212,2026-02-12,2026-02-12T07:20:13Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,H007_run_safe_mode_pilot,safe_mode_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T085922Z,2026-02-12,2026-02-12T09:04:22Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T090640Z,2026-02-12,2026-02-12T09:11:40Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T085922Z,2026-02-12,2026-02-12T09:14:22Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T090640Z,2026-02-12,2026-02-12T09:21:40Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093406Z,2026-02-12,2026-02-12T09:39:06Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093513Z,2026-02-12,2026-02-12T09:40:13Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094308Z,2026-02-12,2026-02-12T09:48:08Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094355Z,2026-02-12,2026-02-12T09:48:55Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093406Z,2026-02-12,2026-02-12T09:49:06Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093513Z,2026-02-12,2026-02-12T09:50:13Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094308Z,2026-02-12,2026-02-12T09:58:08Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094355Z,2026-02-12,2026-02-12T09:58:55Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T085922Z,2026-02-12,2026-02-12T09:59:22Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T090640Z,2026-02-12,2026-02-12T10:06:40Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
safe_mode_JB-RGB6-LZOJ_20260212,2026-02-12,2026-02-12T10:20:13Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,H007_run_safe_mode_pilot,safe_mode_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093406Z,2026-02-12,2026-02-12T10:34:06Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093513Z,2026-02-12,2026-02-12T10:35:13Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103353Z,2026-02-12,2026-02-12T10:38:53Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103449Z,2026-02-12,2026-02-12T10:39:49Z,5,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094308Z,2026-02-12,2026-02-12T10:43:08Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094355Z,2026-02-12,2026-02-12T10:43:55Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103353Z,2026-02-12,2026-02-12T10:48:53Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103449Z,2026-02-12,2026-02-12T10:49:49Z,15,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103353Z,2026-02-12,2026-02-12T11:33:53Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103449Z,2026-02-12,2026-02-12T11:34:49Z,60,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T085922Z,2026-02-12,2026-02-12T12:59:22Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T090640Z,2026-02-12,2026-02-12T13:06:40Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093406Z,2026-02-12,2026-02-12T13:34:06Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T093513Z,2026-02-12,2026-02-12T13:35:13Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094308Z,2026-02-12,2026-02-12T13:43:08Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T094355Z,2026-02-12,2026-02-12T13:43:55Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103353Z,2026-02-12,2026-02-12T14:33:53Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
h_cycle_JB-RGB6-LZOJ_20260212T103449Z,2026-02-12,2026-02-12T14:34:49Z,240,UK,JB-RGB6-LZOJ,B0001P0DLU,0,flat,0.00,,6.35,FBM,,9.99,pending_observation,run_H_pricing_cycle,executioner_placeholder_response_window
