asin,seller_sku,total_quantity,available,unsellable,researching,inbound_working,inbound_shipped,inbound_receiving,reserved_transfers,reserved_processing,reserved_customer,last_updated_time
B081TGZQVR,MU-A667-UQ3J,0,0,0,0,0,0,0,0,0,0,
B00FO70GG2,MV-UNOG-CTUU,0,0,0,0,0,0,0,0,0,0,2025-10-06T11:25:51Z
B0CDH5Y3N9,MW-1ILH-TLS4,0,0,0,0,0,0,0,0,0,0,2025-10-27T17:36:13Z
B0073TTHBY,MW-9K5M-VKW8,0,0,0,0,0,0,0,0,0,0,2026-02-16T16:09:11Z
B07DRLVHM2,MW-RSG9-3S2C,0,0,0,0,0,0,0,0,0,0,
B0CKS4H64X,MY-85FY-TSON,0,0,0,0,0,0,0,0,0,0,2025-06-07T13:09:29Z
B0913SVFD3,MY-KL21-NMV5,0,0,0,0,0,0,0,0,0,0,2026-01-06T13:35:18Z
B0042SNS7S,MY-XMO2-EXY1,0,0,0,0,0,0,0,0,0,0,2025-07-10T02:10:37Z
B000MQ663C,N4-5C3G-RJS1,0,0,0,0,0,0,0,0,0,0,2025-08-16T21:14:01Z
B09NM9TVYX,N7-A24N-WJA7,0,0,0,0,0,0,0,0,0,0,2025-12-03T23:46:42Z
B093FQYQJH,NN-TSZ1-X2RD,1,0,0,1,0,0,0,0,1,0,2026-02-18T04:07:15Z
B07NJCFPKF,NO-N6RP-Y30Q,0,0,0,0,0,0,0,0,0,0,2025-10-23T00:28:30Z
B083G9XHT9,NX-0OE3-AD7U,0,0,0,0,0,0,0,0,0,0,
B082DG6GJ6,NX-0Q7A-XR6H,0,0,0,0,0,0,0,0,0,0,2025-11-10T03:11:19Z
B004TRSSIQ,NX-YY01-TLFO,0,0,0,0,0,0,0,0,0,0,2025-10-20T22:57:24Z
B07BC5J1WW,OI-0483-CBVX,0,0,0,0,0,0,0,0,0,0,2025-08-15T16:55:51Z
B08MQ1N1CC,OP-0TPO-SB3I,0,0,0,0,0,0,0,0,0,0,2025-06-06T16:58:36Z
B08CB36DY9,OT-3LZR-3R6K,0,0,0,0,0,0,0,0,0,0,2025-12-02T17:33:45Z
B09MTXZY2Y,OW-ONY2-KNM7,0,0,0,0,0,0,0,0,0,0,2025-08-13T11:52:08Z
B0049A27FS,OZ-3NKR-VLYG,1,0,1,0,0,0,0,0,0,0,2025-11-10T04:27:24Z
B011SEA38A,PE-G94Y-4PYO,0,0,0,0,0,0,0,0,0,0,2026-02-12T18:52:32Z
B0D3JCMSF5,PH-M7S4-05R5,0,0,0,0,0,0,0,0,0,0,2025-06-13T00:54:36Z
B0D3JBK56B,PK-9T59-FNWW,0,0,0,0,0,0,0,0,0,0,2025-05-12T20:18:37Z
B06XGFW1Q2,PN-0NVI-R2WQ,0,0,0,0,0,0,0,0,0,0,2025-07-14T19:21:07Z
B09NQ9ZHDQ,PT-7SUD-DDSG,0,0,0,0,0,0,0,0,0,0,
B0D3J9M2H8,PY-XV78-3OG5,0,0,0,0,0,0,0,0,0,0,2026-01-06T13:34:22Z
B0042SI594,Q1-00D7-5IQF,0,0,0,0,0,0,0,0,0,0,2025-06-11T16:31:07Z
B00DSYVL7Q,QD-UWUI-6381,0,0,0,0,0,0,0,0,0,0,2025-05-17T15:21:49Z
B008ID91XI,QF-JFBE-D4VE,0,0,0,0,0,0,0,0,0,0,2025-09-04T19:02:49Z
B00O5NEUAY,QP-BCUW-E90M,0,0,0,0,0,0,0,0,0,0,2025-08-18T19:27:45Z
9188805972,QT-C0ZN-T4R7,0,0,0,0,0,0,0,0,0,0,2025-06-20T02:38:24Z
B07DVPP57X,QV-8RC1-EYAM,0,0,0,0,0,0,0,0,0,0,
B07CPKRL8Z,QV-VH06-EAV3,0,0,0,0,0,0,0,0,0,0,2025-08-01T02:46:59Z
B00J5H1E9K,QW-9XV0-Q3EH,0,0,0,0,0,0,0,0,0,0,2025-05-02T03:13:31Z
B076RY52XG,R0-ODDX-WROO,0,0,0,0,0,0,0,0,0,0,2025-07-22T16:14:06Z
B07Z2QNW7R,R5-Y2AA-V5FS,0,0,0,0,0,0,0,0,0,0,
B0CJ8TNZ67,RB-82FL-T88J,0,0,0,0,0,0,0,0,0,0,2026-01-31T12:38:09Z
B09P24GP9M,RS-NSGK-AN7M,0,0,0,0,0,0,0,0,0,0,2025-07-31T19:52:03Z
B01N273YMX,RY-2DTP-16YZ,0,0,0,0,0,0,0,0,0,0,2025-06-18T22:19:14Z
B005NG23OW,RY-U14K-5XDR,0,0,0,0,0,0,0,0,0,0,2025-09-18T04:42:27Z
B0CT2BZ864,S8-7VIK-3VEL,0,0,0,0,0,0,0,0,0,0,2025-09-24T22:30:24Z
B07QXSDZJM,SC-LYFM-ORXK,0,0,0,0,0,0,0,0,0,0,2025-12-15T06:22:54Z
B004R1ZS64,SE-IQQJ-EOU3,0,0,0,0,0,0,0,0,0,0,2025-11-13T04:15:41Z
B0915M1DLF,SQ-7QYT-5D5B,0,0,0,1,0,0,0,0,0,0,2026-02-18T03:18:29Z
B06XXDNH1P,SR-6OBB-WC03,0,0,0,0,0,0,0,0,0,0,2026-02-03T16:24:13Z
B094D24L5J,SR-JF1N-II8S,0,0,0,0,0,0,0,0,0,0,2025-05-06T16:49:28Z
B07SLLYRSP,SU-5LQH-2DVN,0,0,0,0,0,0,0,0,0,0,2026-02-13T00:06:51Z
B09ST7SSLW,SU-JM8R-2U82,0,0,0,0,0,0,0,0,0,0,2026-01-13T16:27:51Z
B002QGAF8S,SZ-UL4K-SE7W,0,0,0,0,0,0,0,0,0,0,2025-09-19T03:37:15Z
B001OXH0X2,T8-6UWL-I3E1,0,0,0,3,0,0,0,0,0,0,2026-02-18T04:09:53Z
B0CNT2Z32S,TA-7DAZ-18PU,0,0,0,0,0,0,0,0,0,0,2025-08-30T16:54:28Z
B074JHRC6J,TA-HQMF-9SUB,0,0,0,0,0,0,0,0,0,0,2025-06-15T11:43:58Z
B08X1WM596,TE-Y18U-S2O1,0,0,0,0,0,0,0,0,0,0,2025-11-23T17:46:38Z
B0CN5KRVXB,TU-8I14-25ZR,0,0,0,2,0,0,0,0,0,0,2026-02-18T03:27:14Z
B0C9J86XCZ,U1-M5BM-8F5W,0,0,0,0,0,0,0,0,0,0,2026-01-06T13:34:50Z
B088FKCDV6,U4-61J7-ERHI,0,0,0,0,0,0,0,0,0,0,2025-09-28T14:54:29Z
B08DR97BX2,UL-D0Y8-ZNI5,0,0,0,0,0,0,0,0,0,0,2025-12-31T05:10:51Z
B08ZJL6FGL,UN-2721-RX94,0,0,0,0,0,0,0,0,0,0,
B00LDLBG3A,UR-UAT8-4JSI,0,0,0,0,0,0,0,0,0,0,2025-09-18T08:02:18Z
B00B2KJ59Y,UR-W905-8D8D,0,0,0,0,0,0,0,0,0,0,2025-06-17T13:59:24Z
B08CVTBP81,UT-WXOQ-6CZL,0,0,0,0,0,0,0,0,0,0,2025-09-15T16:44:17Z
B06XY4DS8H,V1-ON8D-S6WQ,0,0,0,0,0,0,0,0,0,0,
B08FKZMQH8,VA-V4J8-WHCT,0,0,0,0,0,0,0,0,0,0,2025-06-29T00:42:28Z
B004S0S0S2,VI-ICHI-WPB5,0,0,0,0,0,0,0,0,0,0,2025-06-07T11:13:14Z
B07L8N2TC1,VL-48KZ-J3F2,0,0,0,0,0,0,0,0,0,0,2025-11-25T08:07:51Z
B0002TT36Q,W3-H7LU-CTRI,0,0,0,0,0,0,0,0,0,0,2025-08-06T21:28:24Z
B08563KQKG,WF-JLK1-5PKN,0,0,0,0,0,0,0,0,0,0,2025-08-22T16:50:10Z
B07CN7NRF7,WJ-YHKC-EES5,0,0,0,0,0,0,0,0,0,0,2026-02-02T06:10:37Z
B07BBZZ8RC,WR-3V7D-BB7Z,0,0,0,0,0,0,0,0,0,0,2025-10-16T16:31:17Z
B0BVZVSHZP,WR-MNST-TKW6,0,0,0,0,0,0,0,0,0,0,
B007R2ICTK,WX-L5UA-UB1Q,0,0,0,2,0,0,0,0,0,0,2026-02-18T04:12:51Z
B0BMKQKC3M,X1-APP3-4HQ6,0,0,0,0,0,0,0,0,0,0,2025-10-18T07:51:23Z
B09NQ9YX9R,XG-Z9LW-Z27Q,0,0,0,0,0,0,0,0,0,0,2025-11-20T22:18:31Z
B096BPSDRZ,XH-OMMJ-C7MT,0,0,0,0,0,0,0,0,0,0,2025-12-15T14:06:57Z
B099FBD93Y,XJ-2FN3-M9FH,0,0,0,0,0,0,0,0,0,0,2025-10-23T13:48:35Z
B07QNL62Z2,XL-BFPF-CBW4,0,0,0,0,0,0,0,0,0,0,2025-08-21T02:24:07Z
B0084CNKAI,XN-OF53-7WRU,0,0,0,0,0,0,0,0,0,0,2025-06-28T17:14:29Z
B076VTQGGL,XY-SHVR-W7PG,0,0,0,0,0,0,0,0,0,0,2025-09-21T00:52:04Z
B0BLTGP2JX,Y5-REMJ-CY7A,0,0,0,0,0,0,0,0,0,0,2025-09-11T17:09:05Z
B00VRF1XEY,YD-NO15-VYZL,0,0,0,0,0,0,0,0,0,0,
B071X4RKYL,YJ-WD59-WWA2,0,0,0,0,0,0,0,0,0,0,2025-10-02T17:02:38Z
B000FGECAI,Z3-ORV9-K8XD,0,0,0,0,0,0,0,0,0,0,2026-01-19T16:12:01Z
B074RQ8G8Z,Z9-FBUQ-EZN3,0,0,0,0,0,0,0,0,0,0,2025-12-16T01:53:10Z
B0BBH9MHBH,ZB-PV7O-TKUD,0,0,0,0,0,0,0,0,0,0,2025-08-07T20:31:22Z
B08M8CQHHV,ZI-1MA2-8QGC,0,0,0,0,0,0,0,0,0,0,2025-11-24T03:48:24Z
B07RXCFY28,ZJ-9IR6-7M3A,0,0,0,0,0,0,0,0,0,0,2025-10-12T17:17:45Z
B07MW9H6P4,ZU-PFDN-JSYV,0,0,0,0,0,0,0,0,0,0,2025-11-25T17:44:21Z
B0BS1WDHP7,ZV-RLOD-Q0JI,0,0,0,0,0,0,0,0,0,0,2025-11-30T18:13:40Z
