Order number_norm,sales,ship_x,promo_x,sb_total,Order ID,price,ship_y,gift,promo_y,our_total,diff
203-0947673-0644355,14.48,-2.07,0.0,12.41,203-0947673-0644355,11.99,2.49,0.0,0.0,14.48,2.07
203-1026116-7896328,13.86,-0.34,0.0,13.52,203-1026116-7896328,13.6,1.12,0.0,0.0,14.719999999999999,1.2
203-1031803-8055567,6.97,0.0,0.0,6.97,203-1031803-8055567,6.97,0.82,0.0,0.0,7.79,0.82
203-1271553-4146768,5.03,0.0,0.0,5.03,203-1271553-4146768,5.03,0.32,0.0,0.0,5.3500000000000005,0.32
203-1602447-1081940,4.78,-1.49,0.0,3.29,203-1602447-1081940,3.0,1.78,0.0,0.0,4.78,1.49
203-1660367-8573135,2.97,0.0,0.0,2.97,203-1660367-8573135,2.97,0.62,0.0,0.0,3.5900000000000003,0.62
203-1675790-5920337,7.51,-0.6,0.0,6.91,203-1675790-5920337,6.8,0.71,0.0,0.0,7.51,0.6
203-1833485-3745914,9.07,-1.04,0.0,8.030000000000001,203-1833485-3745914,7.82,1.25,0.0,0.0,9.07,1.04
203-1976837-5949103,89.22,-6.02,0.0,83.2,203-1976837-5949103,81.99,7.23,0.0,0.0,89.22,6.02
203-1992076-2681957,10.49,-2.09,0.0,8.4,203-1992076-2681957,7.99,2.5,0.0,0.0,10.49,2.09
203-2018441-8753147,3.0,0.0,0.0,3.0,203-2018441-8753147,3.0,0.29,0.0,0.0,3.29,0.29
203-2129227-8413924,30.71,-4.16,0.0,26.55,203-2129227-8413924,25.72,4.99,0.0,0.0,30.71,4.16
203-2203658-7980353,8.69,-2.07,0.0,6.619999999999999,203-2203658-7980353,6.2,2.49,0.0,0.0,8.690000000000001,2.07
203-2273877-7815522,15.8,0.0,0.0,15.8,203-2273877-7815522,15.8,1.11,0.0,0.0,16.91,1.11
203-2276702-6786705,3.01,0.0,0.0,3.01,203-2276702-6786705,3.01,0.89,0.0,0.0,3.9,0.89
203-2395294-7767569,7.97,0.0,0.0,7.97,203-2395294-7767569,7.97,0.27,0.0,0.0,8.24,0.27
203-2491056-8259551,6.34,0.0,0.0,6.34,203-2491056-8259551,6.34,0.33,0.0,0.0,6.67,0.33
203-2531513-2069934,19.92,0.0,0.0,19.92,203-2531513-2069934,19.92,0.65,0.0,0.0,20.57,0.65
203-2586497-5380360,25.72,0.0,0.0,25.72,203-2586497-5380360,25.72,1.66,0.0,0.0,27.38,1.66
203-2595061-3980316,25.72,0.0,0.0,25.72,203-2595061-3980316,25.72,1.66,0.0,0.0,27.38,1.66
203-2624903-5059522,14.93,-4.16,0.0,10.77,203-2624903-5059522,9.94,4.99,0.0,0.0,14.93,4.16
203-2731367-5465926,7.99,0.0,0.0,7.99,203-2731367-5465926,7.99,1.24,0.0,0.0,9.23,1.24
203-2885614-0189156,21.53,-4.16,0.0,17.37,203-2885614-0189156,16.54,4.99,0.0,0.0,21.53,4.16
203-3081072-4883508,11.84,-4.15,0.0,7.6899999999999995,203-3081072-4883508,6.85,4.99,0.0,0.0,11.84,4.15
203-3256599-9393931,9.48,0.0,0.0,9.48,203-3256599-9393931,9.48,0.82,0.0,0.0,10.3,0.82
203-3291070-8575568,3.05,0.0,0.0,3.05,203-3291070-8575568,3.05,0.56,0.0,0.0,3.61,0.56
203-3355769-7371523,47.99,0.0,0.0,47.99,203-3355769-7371523,47.99,1.66,0.0,0.0,49.65,1.66
203-3488192-0776348,23.97,0.0,0.0,23.97,203-3488192-0776348,23.97,1.66,0.0,0.0,25.63,1.66
203-3711108-7149901,6.95,0.0,0.0,6.95,203-3711108-7149901,6.95,0.42,0.0,0.0,7.37,0.42
203-3718514-6645922,22.23,0.0,0.0,22.23,203-3718514-6645922,22.23,1.99,0.0,0.0,24.22,1.99
203-4008298-3356325,6.06,0.0,0.0,6.06,203-4008298-3356325,6.06,0.84,0.0,0.0,6.8999999999999995,0.84
203-4127436-9879567,5.52,0.0,0.0,5.52,203-4127436-9879567,5.52,0.24,0.0,0.0,5.76,0.24
203-4181821-9629113,8.56,-1.38,0.0,7.180000000000001,203-4181821-9629113,6.9,1.66,0.0,0.0,8.56,1.38
203-4267674-5775516,8.98,0.0,0.0,8.98,203-4267674-5775516,8.98,0.62,0.0,0.0,9.6,0.62
203-4301148-0723521,6.97,0.0,0.0,6.97,203-4301148-0723521,6.97,0.55,0.0,0.0,7.52,0.55
203-4335862-7367511,2.97,0.0,0.0,2.97,203-4335862-7367511,2.97,0.94,0.0,0.0,3.91,0.94
203-4590248-8459533,7.86,-1.66,0.0,6.2,203-4590248-8459533,5.87,1.99,0.0,0.0,7.86,1.66
203-4685347-1865161,9.54,0.0,0.0,9.54,203-4685347-1865161,9.54,0.56,0.0,0.0,10.1,0.56
203-4686432-8739526,13.99,0.0,0.0,13.99,203-4686432-8739526,13.99,0.41,0.0,0.0,14.4,0.41
203-4773404-6938748,7.28,0.0,0.0,7.28,203-4773404-6938748,7.28,1.5,0.0,0.0,8.780000000000001,1.5
203-4827423-1515524,6.97,0.0,0.0,6.97,203-4827423-1515524,6.97,0.82,0.0,0.0,7.79,0.82
203-5032618-1317134,5.87,0.0,0.0,5.87,203-5032618-1317134,5.87,0.55,0.0,0.0,6.42,0.55
203-5045229-8576321,5.02,0.0,0.0,5.02,203-5045229-8576321,5.02,0.42,0.0,0.0,5.4399999999999995,0.42
203-5062434-6736348,5.98,0.0,0.0,5.98,203-5062434-6736348,5.98,0.27,0.0,0.0,6.25,0.27
203-5424203-3485120,9.96,0.0,0.0,9.96,203-5424203-3485120,9.96,0.21,0.0,0.0,10.170000000000002,0.21
203-5457035-3459516,191.28,0.0,0.0,191.28,203-5457035-3459516,191.28,0.61,0.0,0.0,191.89000000000001,0.61
203-5461081-6722728,14.95,0.0,0.0,14.95,203-5461081-6722728,14.95,0.83,0.0,0.0,15.78,0.83
203-5679906-2297964,13.99,0.0,0.0,13.99,203-5679906-2297964,13.99,0.37,0.0,0.0,14.36,0.37
203-5719916-1761130,12.48,-2.07,0.0,10.41,203-5719916-1761130,9.99,2.49,0.0,0.0,12.48,2.07
203-5983190-8653910,13.23,-4.15,0.0,9.08,203-5983190-8653910,8.24,4.99,0.0,0.0,13.23,4.15
203-6004212-5213110,7.7,0.0,0.0,7.7,203-6004212-5213110,7.7,0.42,0.0,0.0,8.120000000000001,0.42
203-6004519-7674725,10.66,-0.77,0.0,9.89,203-6004519-7674725,9.73,0.93,0.0,0.0,10.66,0.77
203-6093253-2272346,23.97,0.0,0.0,23.97,203-6093253-2272346,23.97,1.66,0.0,0.0,25.63,1.66
203-6120800-6489941,12.2,0.0,0.0,12.2,203-6120800-6489941,12.2,0.42,0.0,0.0,12.62,0.42
203-6177992-0093169,5.98,0.0,0.0,5.98,203-6177992-0093169,5.98,0.33,0.0,0.0,6.3100000000000005,0.33
203-6386486-3829958,10.82,-1.65,0.0,9.17,203-6386486-3829958,8.83,1.99,0.0,0.0,10.82,1.65
203-6499629-3389911,14.04,0.0,0.0,14.04,203-6499629-3389911,14.04,1.11,0.0,0.0,15.149999999999999,1.11
203-6503094-8112360,14.76,-4.16,0.0,10.6,203-6503094-8112360,9.77,4.99,0.0,0.0,14.76,4.16
203-6531871-1766764,7.7,0.0,0.0,7.7,203-6531871-1766764,7.99,0.0,0.0,0.0,7.99,0.29
203-6660511-8651506,5.25,0.0,0.0,5.25,203-6660511-8651506,5.25,0.28,0.0,0.0,5.53,0.28
203-7020934-3601168,9.97,0.0,0.0,9.97,203-7020934-3601168,9.97,0.56,0.0,0.0,10.530000000000001,0.56
203-7147002-3525115,17.66,0.0,0.0,17.66,203-7147002-3525115,17.66,1.87,0.0,0.0,19.53,1.87
203-7337917-7333933,25.72,0.0,0.0,25.72,203-7337917-7333933,25.72,1.66,0.0,0.0,27.38,1.66
203-7516921-2232337,29.88,-4.16,0.0,25.72,203-7516921-2232337,24.89,4.99,0.0,0.0,29.880000000000003,4.16
203-7544421-7969161,2.97,0.0,0.0,2.97,203-7544421-7969161,2.97,0.56,0.0,0.0,3.5300000000000002,0.56
203-7734477-8619566,8.05,-1.04,0.0,7.010000000000001,203-7734477-8619566,6.8,1.25,0.0,0.0,8.05,1.04
203-7773583-7885901,5.88,0.0,0.0,5.88,203-7773583-7885901,5.88,0.24,0.0,0.0,6.12,0.24
203-7803524-4505926,29.93,0.0,0.0,29.93,203-7803524-4505926,29.93,1.99,0.0,0.0,31.919999999999998,1.99
203-8126961-6969906,7.28,0.0,0.0,7.28,203-8126961-6969906,7.28,0.9,0.0,0.0,8.18,0.9
203-8133131-1550749,8.7,0.0,0.0,8.7,203-8133131-1550749,8.7,0.75,0.0,0.0,9.45,0.75
203-8134567-3195511,89.91,0.0,0.0,89.91,203-8134567-3195511,59.94,0.0,0.0,0.0,59.94,-29.97
203-8247006-8596356,9.99,0.0,0.0,9.99,203-8247006-8596356,9.99,0.93,0.0,0.0,10.92,0.93
203-8396799-3957159,6.59,-1.38,0.0,5.21,203-8396799-3957159,4.93,1.66,0.0,0.0,6.59,1.38
203-8432494-9301910,2.97,0.0,0.0,2.97,203-8432494-9301910,2.97,0.42,0.0,0.0,3.39,0.42
203-8437578-6213136,2.98,0.0,0.0,2.98,203-8437578-6213136,2.98,0.55,0.0,0.0,3.5300000000000002,0.55
203-8441669-6836349,4.97,0.0,0.0,4.97,203-8441669-6836349,4.97,0.54,0.0,0.0,5.51,0.54
203-8669451-8017161,5.83,0.0,0.0,5.83,203-8669451-8017161,5.83,0.42,0.0,0.0,6.25,0.42
203-8722710-3325113,5.96,0.0,0.0,5.96,203-8722710-3325113,5.96,0.34,0.0,0.0,6.3,0.34
203-8796738-9591506,5.98,0.0,0.0,5.98,203-8796738-9591506,5.98,0.42,0.0,0.0,6.4,0.42
203-8882062-2847521,7.15,0.0,0.0,7.15,203-8882062-2847521,7.15,0.33,0.0,0.0,7.48,0.33
203-9026781-7134741,14.99,0.0,0.0,14.99,203-9026781-7134741,14.99,0.83,0.0,0.0,15.82,0.83
203-9066584-5194759,75.38,0.0,0.0,75.38,203-9066584-5194759,75.38,1.66,0.0,0.0,77.03999999999999,1.66
203-9163960-0785965,5.97,0.0,0.0,5.97,203-9163960-0785965,5.97,0.55,0.0,0.0,6.52,0.55
203-9179979-1612360,6.8,0.0,0.0,6.8,203-9179979-1612360,6.8,0.53,0.0,0.0,7.33,0.53
203-9239314-8214746,14.25,-3.32,0.0,10.93,203-9239314-8214746,10.26,3.99,0.0,0.0,14.25,3.32
203-9290629-1723569,9.59,-2.07,0.0,7.52,203-9290629-1723569,7.1,2.49,0.0,0.0,9.59,2.07
203-9340376-2257152,13.75,-4.16,0.0,9.59,203-9340376-2257152,8.76,4.99,0.0,0.0,13.75,4.16
203-9376469-6687504,25.72,0.0,0.0,25.72,203-9376469-6687504,25.72,1.66,0.0,0.0,27.38,1.66
203-9449467-7027565,110.99,-28.03,0.0,82.96,203-9449467-7027565,77.35,33.64,0.0,0.0,110.99,28.03
203-9852126-6106755,10.56,0.0,0.0,10.56,203-9852126-6106755,10.56,0.55,0.0,0.0,11.110000000000001,0.55
203-9952085-3133943,11.65,-1.39,0.0,10.26,203-9952085-3133943,9.99,1.66,0.0,0.0,11.65,1.39
203-9968599-0957119,7.15,0.0,0.0,7.15,203-9968599-0957119,7.15,0.99,0.0,0.0,8.14,0.99
204-0145786-5703559,12.39,-4.16,0.0,8.23,204-0145786-5703559,7.4,4.99,0.0,0.0,12.39,4.16
204-0292168-1081148,7.93,0.0,0.0,7.93,204-0292168-1081148,7.93,0.93,0.0,0.0,8.86,0.93
204-0393824-7103534,7.86,-1.65,0.0,6.210000000000001,204-0393824-7103534,5.87,1.99,0.0,0.0,7.86,1.65
204-0533387-5701152,7.3,0.0,0.0,7.3,204-0533387-5701152,7.3,0.23,0.0,0.0,7.53,0.23
204-0566268-4513948,13.98,-4.15,0.0,9.83,204-0566268-4513948,8.99,4.99,0.0,0.0,13.98,4.15
204-0593790-2072318,7.93,0.0,0.0,7.93,204-0593790-2072318,7.93,1.25,0.0,0.0,9.18,1.25
204-0631055-2283516,11.99,0.0,0.0,11.99,204-0631055-2283516,11.99,0.56,0.0,0.0,12.55,0.56
204-0746453-7959528,7.0,0.0,0.0,7.0,204-0746453-7959528,7.0,0.27,0.0,0.0,7.27,0.27
204-0797268-0905946,6.8,0.0,0.0,6.8,204-0797268-0905946,6.8,0.53,0.0,0.0,7.33,0.53
204-0887647-5729144,7.97,0.0,0.0,7.97,204-0887647-5729144,7.97,0.55,0.0,0.0,8.52,0.55
204-1014942-4441926,7.99,0.0,0.0,7.99,204-1014942-4441926,7.99,1.87,0.0,0.0,9.86,1.87
204-1103574-6232368,16.53,-4.15,0.0,12.38,204-1103574-6232368,11.54,4.99,0.0,0.0,16.53,4.15
204-1292052-9964335,7.99,-0.83,0.0,7.16,204-1292052-9964335,7.0,0.99,0.0,0.0,7.99,0.83
204-1361310-7964312,39.99,0.0,0.0,39.99,204-1361310-7964312,39.99,0.93,0.0,0.0,40.92,0.93
204-1382488-3714720,57.96,0.0,0.0,57.96,204-1382488-3714720,57.96,3.72,0.0,0.0,61.68,3.72
204-1429149-1241138,5.98,0.0,0.0,5.98,204-1429149-1241138,5.98,0.21,0.0,0.0,6.19,0.21
204-1580853-8077947,6.8,0.0,0.0,6.8,204-1580853-8077947,6.8,1.87,0.0,0.0,8.67,1.87
204-1796881-4465913,11.99,0.0,0.0,11.99,204-1796881-4465913,11.99,0.93,0.0,0.0,12.92,0.93
204-2064200-1143515,14.48,-2.07,0.0,12.41,204-2064200-1143515,11.99,2.49,0.0,0.0,14.48,2.07
204-2125610-6978723,49.99,0.0,0.0,49.99,204-2125610-6978723,49.99,1.66,0.0,0.0,51.65,1.66
204-2174691-9898709,7.2,0.0,0.0,7.2,204-2174691-9898709,7.2,0.56,0.0,0.0,7.76,0.56
204-2258579-5836323,11.89,0.0,0.0,11.89,204-2258579-5836323,11.34,0.0,0.0,0.0,11.34,-0.55
204-2347042-9681105,4.98,0.0,0.0,4.98,204-2347042-9681105,4.98,0.33,0.0,0.0,5.3100000000000005,0.33
204-2671399-0899556,10.4,-2.08,0.0,8.32,204-2671399-0899556,7.9,2.5,0.0,0.0,10.4,2.08
204-2673468-8832347,6.97,0.0,0.0,6.97,204-2673468-8832347,6.97,0.55,0.0,0.0,7.52,0.55
204-2703585-3543542,7.97,0.0,0.0,7.97,204-2703585-3543542,7.97,0.82,0.0,0.0,8.79,0.82
204-2775872-6429969,14.91,-0.93,0.0,13.98,204-2775872-6429969,13.8,1.11,0.0,0.0,14.91,0.93
204-2996964-0341932,2.98,0.0,0.0,2.98,204-2996964-0341932,2.98,0.27,0.0,0.0,3.25,0.27
204-3105850-9147560,9.99,0.0,0.0,9.99,204-3105850-9147560,9.99,0.42,0.0,0.0,10.41,0.42
204-3123567-4874701,2.97,0.0,0.0,2.97,204-3123567-4874701,2.97,0.12,0.0,0.0,3.0900000000000003,0.12
204-3312565-3716359,18.99,0.0,0.0,18.99,204-3312565-3716359,18.99,0.93,0.0,0.0,19.919999999999998,0.93
204-3408552-6845903,8.99,0.0,0.0,8.99,204-3408552-6845903,8.99,0.93,0.0,0.0,9.92,0.93
204-3444799-2767550,17.79,-1.65,0.0,16.14,204-3444799-2767550,15.8,1.99,0.0,0.0,17.79,1.65
204-3592422-6613108,14.99,0.0,0.0,14.99,204-3592422-6613108,14.99,0.56,0.0,0.0,15.55,0.56
204-3640792-4137136,14.6,-4.16,0.0,10.44,204-3640792-4137136,9.61,4.99,0.0,0.0,14.6,4.16
204-3691298-7649152,36.05,0.0,0.0,36.05,204-3691298-7649152,36.05,1.64,0.0,0.0,37.69,1.64
204-3875394-5366720,14.11,0.0,0.0,14.11,204-3875394-5366720,14.11,1.24,0.0,0.0,15.35,1.24
204-3880156-2347550,10.64,-1.38,0.0,9.260000000000002,204-3880156-2347550,8.98,1.66,0.0,0.0,10.64,1.38
204-3957173-4296369,10.37,-1.39,0.0,8.979999999999999,204-3957173-4296369,8.7,1.67,0.0,0.0,10.37,1.39
204-4022143-8022754,9.18,0.0,0.0,9.18,204-4022143-8022754,9.18,0.29,0.0,0.0,9.469999999999999,0.29
204-4111431-8644363,25.72,0.0,0.0,25.72,204-4111431-8644363,25.72,1.87,0.0,0.0,27.59,1.87
204-4365651-5101126,9.45,-2.09,0.0,7.359999999999999,204-4365651-5101126,6.95,2.5,0.0,0.0,9.45,2.09
204-4427731-4117941,11.98,0.0,0.0,11.98,204-4427731-4117941,11.98,0.93,0.0,0.0,12.91,0.93
204-4588176-2684349,5.98,0.0,0.0,5.98,204-4588176-2684349,5.98,0.55,0.0,0.0,6.53,0.55
204-4687441-5126761,7.56,-2.08,0.0,5.4799999999999995,204-4687441-5126761,5.06,2.5,0.0,0.0,7.56,2.08
204-4737137-0388324,11.98,-4.16,0.0,7.82,204-4737137-0388324,6.99,4.99,0.0,0.0,11.98,4.16
204-4790305-1752308,41.28,-1.39,0.0,39.89,204-4790305-1752308,39.62,1.66,0.0,0.0,41.279999999999994,1.39
204-4793928-7937922,27.55,0.0,0.0,27.55,204-4793928-7937922,27.55,1.99,0.0,0.0,29.54,1.99
204-5088182-1366768,7.21,0.0,0.0,7.21,204-5088182-1366768,7.21,0.83,0.0,0.0,8.04,0.83
204-5216659-4746737,49.96,0.0,0.0,49.96,204-5216659-4746737,49.96,1.66,0.0,0.0,51.62,1.66
204-5309208-8205936,6.6,0.0,0.0,6.6,204-5309208-8205936,6.6,1.28,0.0,0.0,7.88,1.28
204-5473246-3082763,10.23,0.0,0.0,10.23,204-5473246-3082763,9.99,0.0,0.0,0.0,9.99,-0.24
204-5577024-1828311,8.47,-1.39,0.0,7.080000000000001,204-5577024-1828311,6.8,1.67,0.0,0.0,8.469999999999999,1.39
204-5679821-2453163,9.99,0.0,0.0,9.99,204-5679821-2453163,9.99,0.93,0.0,0.0,10.92,0.93
204-5953565-5221166,12.77,-4.16,0.0,8.61,204-5953565-5221166,7.78,4.99,0.0,0.0,12.77,4.16
204-6003195-8529105,11.48,-1.66,0.0,9.82,204-6003195-8529105,9.49,1.99,0.0,0.0,11.48,1.66
204-6247075-4977954,13.99,0.0,0.0,13.99,204-6247075-4977954,13.99,0.55,0.0,0.0,14.540000000000001,0.55
204-6281095-3605914,5.95,0.0,0.0,5.95,204-6281095-3605914,5.67,0.0,0.0,0.0,5.67,-0.28
204-6507233-0134731,7.41,0.0,0.0,7.41,204-6507233-0134731,7.41,0.56,0.0,0.0,7.970000000000001,0.56
204-6661703-0397132,10.48,-1.24,0.0,9.24,204-6661703-0397132,8.99,1.49,0.0,0.0,10.48,1.24
204-6666176-8400325,17.16,0.0,0.0,17.16,204-6666176-8400325,17.16,0.84,0.0,0.0,18.0,0.84
204-6747776-8805100,39.99,0.0,0.0,39.99,204-6747776-8805100,39.99,3.74,0.0,0.0,43.730000000000004,3.74
204-6925382-1643521,11.16,-2.77,0.0,8.39,204-6925382-1643521,7.84,3.32,0.0,0.0,11.16,2.77
204-6969211-2226748,6.8,0.0,0.0,6.8,204-6969211-2226748,6.8,0.47,0.0,0.0,7.27,0.47
204-7022987-6481962,7.53,0.0,0.0,7.53,204-7022987-6481962,7.53,0.21,0.0,0.0,7.74,0.21
204-7272878-7627520,15.65,-1.39,0.0,14.26,204-7272878-7627520,13.99,1.66,0.0,0.0,15.65,1.39
204-7278025-9190744,12.49,-2.09,0.0,10.4,204-7278025-9190744,9.99,2.5,0.0,0.0,12.49,2.09
204-7450316-6674751,7.8,-0.83,0.0,6.97,204-7450316-6674751,6.8,1.0,0.0,0.0,7.8,0.83
204-7508547-2508329,15.65,-1.38,0.0,14.27,204-7508547-2508329,13.99,1.66,0.0,0.0,15.65,1.38
204-7557367-8201150,7.0,0.0,0.0,7.0,204-7557367-8201150,7.0,0.47,0.0,0.0,7.47,0.47
204-7679253-2037956,6.34,0.0,0.0,6.34,204-7679253-2037956,6.34,0.55,0.0,0.0,6.89,0.55
204-7722459-2601949,49.99,0.0,0.0,49.99,204-7722459-2601949,49.99,0.5,0.0,0.0,50.49,0.5
204-7740529-5987508,9.72,-2.09,0.0,7.630000000000001,204-7740529-5987508,7.22,2.5,0.0,0.0,9.719999999999999,2.09
204-7743205-1111504,3.46,0.0,0.0,3.46,204-7743205-1111504,3.46,0.47,0.0,0.0,3.9299999999999997,0.47
204-7801001-3313149,10.56,0.0,0.0,10.56,204-7801001-3313149,10.56,0.56,0.0,0.0,11.120000000000001,0.56
204-7869512-0905142,7.0,0.0,0.0,7.0,204-7869512-0905142,7.0,0.56,0.0,0.0,7.5600000000000005,0.56
204-7905951-6265153,12.0,0.0,0.0,12.0,204-7905951-6265153,12.0,1.25,0.0,0.0,13.25,1.25
204-7983845-1668355,9.29,-2.07,0.0,7.219999999999999,204-7983845-1668355,6.8,2.49,0.0,0.0,9.29,2.07
204-8083146-3061168,6.95,0.0,0.0,6.95,204-8083146-3061168,6.95,0.25,0.0,0.0,7.2,0.25
204-8181183-5465107,4.0,0.0,0.0,4.0,204-8181183-5465107,4.0,0.75,0.0,0.0,4.75,0.75
204-8393161-0003542,8.7,0.0,0.0,8.7,204-8393161-0003542,9.09,0.0,0.0,0.0,9.09,0.39
204-8472871-3829923,29.94,0.0,0.0,29.94,204-8472871-3829923,29.94,0.83,0.0,0.0,30.77,0.83
204-8504610-7422707,7.7,0.0,0.0,7.7,204-8504610-7422707,7.7,0.47,0.0,0.0,8.17,0.47
204-8699343-1229957,8.7,0.0,0.0,8.7,204-8699343-1229957,8.7,0.37,0.0,0.0,9.069999999999999,0.37
204-8748892-0565923,21.72,-5.74,0.0,15.979999999999999,204-8748892-0565923,14.83,6.89,0.0,0.0,21.72,5.74
204-8977529-5679519,17.66,0.0,0.0,17.66,204-8977529-5679519,17.66,1.49,0.0,0.0,19.15,1.49
204-9024020-8841114,4.98,0.0,0.0,4.98,204-9024020-8841114,4.98,0.32,0.0,0.0,5.300000000000001,0.32
204-9107036-1873111,6.95,0.0,0.0,6.95,204-9107036-1873111,6.95,0.37,0.0,0.0,7.32,0.37
204-9223791-4457916,5.98,0.0,0.0,5.98,204-9223791-4457916,5.98,0.42,0.0,0.0,6.4,0.42
204-9233060-9382747,14.4,0.0,0.0,14.4,204-9233060-9382747,14.4,1.11,0.0,0.0,15.51,1.11
204-9357024-0331535,9.94,0.0,0.0,9.94,204-9357024-0331535,9.94,0.55,0.0,0.0,10.49,0.55
204-9412580-0453944,49.23,-7.81,0.0,41.419999999999995,204-9412580-0453944,39.86,9.37,0.0,0.0,49.23,7.81
204-9581717-4153133,6.9,0.0,0.0,6.9,204-9581717-4153133,6.9,0.93,0.0,0.0,7.83,0.93
204-9667032-6185969,27.98,0.0,0.0,27.98,204-9667032-6185969,27.98,2.49,0.0,0.0,30.47,2.49
204-9747723-2842725,7.02,0.0,0.0,7.02,204-9747723-2842725,7.02,0.56,0.0,0.0,7.58,0.56
204-9753210-9185131,3.3,0.0,0.0,3.3,204-9753210-9185131,3.3,1.49,0.0,0.0,4.79,1.49
205-0011668-6953921,45.82,0.0,0.0,45.82,205-0011668-6953921,45.82,1.25,0.0,0.0,47.07,1.25
205-0041917-4491551,5.46,-2.08,0.0,3.38,205-0041917-4491551,2.97,2.49,0.0,0.0,5.460000000000001,2.08
205-0224011-0861161,5.07,0.0,0.0,5.07,205-0224011-0861161,5.07,1.24,0.0,0.0,6.3100000000000005,1.24
205-0268677-8004312,8.7,0.0,0.0,8.7,205-0268677-8004312,8.7,0.25,0.0,0.0,8.95,0.25
205-0280904-9957123,10.04,-2.08,0.0,7.959999999999999,205-0280904-9957123,7.54,2.5,0.0,0.0,10.04,2.08
205-0519637-7874723,7.0,0.0,0.0,7.0,205-0519637-7874723,7.0,0.42,0.0,0.0,7.42,0.42
205-0700853-0686766,4.25,-1.05,0.0,3.2,205-0700853-0686766,3.0,1.25,0.0,0.0,4.25,1.05
205-0779458-0519569,6.2,0.0,0.0,6.2,205-0779458-0519569,6.2,0.62,0.0,0.0,6.82,0.62
205-0935594-0531540,2.97,0.0,0.0,2.97,205-0935594-0531540,2.97,0.62,0.0,0.0,3.5900000000000003,0.62
205-0956125-0371564,7.0,0.0,0.0,7.0,205-0956125-0371564,7.0,0.75,0.0,0.0,7.75,0.75
205-1160098-0494766,13.6,-1.38,0.0,12.219999999999999,205-1160098-0494766,11.94,1.66,0.0,0.0,13.6,1.38
205-1192613-5107565,18.08,0.0,0.0,18.08,205-1192613-5107565,18.08,0.55,0.0,0.0,18.63,0.55
205-1279933-7938760,2.98,0.0,0.0,2.98,205-1279933-7938760,2.98,0.42,0.0,0.0,3.4,0.42
205-1315895-3923510,8.46,-1.38,0.0,7.080000000000001,205-1315895-3923510,6.8,1.66,0.0,0.0,8.459999999999999,1.38
205-1324728-2955529,9.35,-4.15,0.0,5.199999999999999,205-1324728-2955529,4.36,4.99,0.0,0.0,9.350000000000001,4.15
205-1360211-7372336,6.8,0.0,0.0,6.8,205-1360211-7372336,6.8,0.62,0.0,0.0,7.42,0.62
205-1387088-7068313,8.32,-1.05,0.0,7.2700000000000005,205-1387088-7068313,7.07,1.25,0.0,0.0,8.32,1.05
205-1397655-5867505,6.9,0.0,0.0,6.9,205-1397655-5867505,6.9,0.53,0.0,0.0,7.430000000000001,0.53
205-1443295-4076326,18.59,-4.16,0.0,14.43,205-1443295-4076326,13.6,4.99,0.0,0.0,18.59,4.16
205-1543760-3149949,4.0,0.0,0.0,4.0,205-1543760-3149949,4.0,0.27,0.0,0.0,4.27,0.27
205-1592049-1050741,7.2,0.0,0.0,7.2,205-1592049-1050741,7.2,0.23,0.0,0.0,7.430000000000001,0.23
205-1654231-2320364,5.98,0.0,0.0,5.98,205-1654231-2320364,5.98,0.56,0.0,0.0,6.540000000000001,0.56
205-1826411-8281955,8.7,0.0,0.0,8.7,205-1826411-8281955,8.7,1.87,0.0,0.0,10.57,1.87
205-1863365-1711521,13.96,-2.08,0.0,11.88,205-1863365-1711521,11.47,2.49,0.0,0.0,13.96,2.08
205-2117088-7647520,6.8,0.0,0.0,6.8,205-2117088-7647520,6.8,0.75,0.0,0.0,7.55,0.75
205-2167618-3889154,6.86,-0.82,0.0,6.04,205-2167618-3889154,5.87,0.99,0.0,0.0,6.86,0.82
205-2308734-5069957,6.95,0.0,0.0,6.95,205-2308734-5069957,6.95,0.75,0.0,0.0,7.7,0.75
205-2345923-6805115,99.98,0.0,0.0,99.98,205-2345923-6805115,99.98,1.87,0.0,0.0,101.85000000000001,1.87
205-2382479-8116312,2.97,0.0,0.0,2.97,205-2382479-8116312,2.97,0.08,0.0,0.0,3.0500000000000003,0.08
205-2403445-5769148,4.98,0.0,0.0,4.98,205-2403445-5769148,4.98,0.42,0.0,0.0,5.4,0.42
205-2458446-8377134,14.99,0.0,0.0,14.99,205-2458446-8377134,14.99,0.12,0.0,0.0,15.11,0.12
205-2498622-1021114,45.6,0.0,0.0,45.6,205-2498622-1021114,45.6,1.66,0.0,0.0,47.26,1.66
205-2579510-9619552,8.89,-1.39,0.0,7.500000000000001,205-2579510-9619552,7.22,1.67,0.0,0.0,8.89,1.39
205-2701833-2266743,9.96,-1.66,0.0,8.3,205-2701833-2266743,7.97,1.99,0.0,0.0,9.959999999999999,1.66
205-2846697-8776317,6.8,0.0,0.0,6.8,205-2846697-8776317,6.8,0.74,0.0,0.0,7.54,0.74
205-2864175-7448359,67.93,-4.15,0.0,63.78000000000001,205-2864175-7448359,62.94,4.99,0.0,0.0,67.92999999999999,4.15
205-2925181-1992351,11.89,0.0,0.0,11.89,205-2925181-1992351,11.34,0.0,0.0,0.0,11.34,-0.55
205-2961402-1657937,9.98,-2.08,0.0,7.9,205-2961402-1657937,7.49,2.49,0.0,0.0,9.98,2.08
