asof_date,marketplace,sku,asin,buy_box_price_raw_gross,buy_box_price_used_gross,buy_box_channel,buy_box_seller_id,buy_box_missing_flag,buy_box_fallback_used_flag,lowest_offer_price_gross,lowest_fba_price_gross,lowest_fbm_price_gross,highest_offer_price_gross,median_offer_price_gross,price_spread_gross,offer_count_total,offer_count_fba,offer_count_fbm,amazon_present_flag,seller_entry_count_today,seller_exit_count_today,our_delivery_days,buy_box_delivery_days,delivery_parity_flag,prime_eligible_flag,break_even_exvat_gbp,break_even_gross_gbp,token_cost_exvat_gbp,min_price_gross_10pct,max_price_gross_current
2026-04-28,UK,D0-C7C0-H6LN,B07F1MFWV1,,7.31,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.875200,7.050240,2.740000,7.379040,8.406500
2026-04-28,UK,DC-K5WH-R7F5,B0073FT7FY,,2.99,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,2.761323,3.313588,0.663125,3.393163,3.438500
2026-04-28,UK,EV-CHU5-XU3G,B07QQDMJ6M,,7.34,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,4.993755,5.992506,2.370000,6.276906,8.441000
2026-04-28,UK,FA-LRV6-YRFW,B00BUY54DI,,16.34,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,13.020000,15.624000,7.680000,16.545600,18.791000
2026-04-28,UK,FB-6FW0-Z82Q,B005F5TRBI,,5.0,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.054559,6.065471,1.620000,6.259871,5.750000
2026-04-28,UK,GH-XAAE-HRU7,B072K2PG11,5.59,5.59,FBM,A1EMT3SWJKXJCI,0,0,5.590000,5.750000,5.590000,7.600000,6.475000,2.010000,39,8,31,0,20,0,0,0,1,0,5.804559,6.965471,2.370000,7.249871,6.428500
2026-04-28,UK,GJ-2OZK-0GCA,B0CS3VF4GK,,33.0,Unknown,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,26.558000,31.869600,17.500000,33.969600,37.950000
2026-04-28,UK,GK-YI4S-C158,B0009JJZ8A,8.23,8.23,FBM,A24NGU5R55LIUJ,0,0,8.230000,8.240000,8.230000,25.080000,11.130000,16.850000,7,2,5,0,6,0,28,1,0,0,6.401667,7.682000,2.630000,7.997600,9.464500
2026-04-28,UK,H6-E7MP-EBPD,B00000IU72,12.5,12.5,FBA,A3P5ROKL5A1OLE,0,0,12.500000,12.500000,12.500000,39.660000,20.960000,27.160000,15,2,13,0,14,0,0,0,1,1,13.636667,16.364000,8.450000,17.378000,14.375000
2026-04-28,UK,HS-R5IP-7E1C,B00LXM3PGK,5.7,5.7,FBM,A292BGT65ET8F0,0,0,5.700000,,5.700000,7.150000,6.185000,1.450000,6,0,6,0,5,0,,0,0,0,7.320000,8.784000,0.990000,8.902800,6.555000
2026-04-28,UK,JB-RGB6-LZOJ,B0001P0DLU,5.9,5.9,FBA,A2FYX6NJ6MUB8R,0,0,5.900000,5.900000,6.750000,12.990000,7.800000,7.090000,17,3,14,0,15,0,0,0,1,1,4.762548,5.715058,2.470000,6.011458,6.785000
2026-04-28,UK,JE-D4LO-O2JD,B07JXBDGJB,7.6,7.6,FBA,AB5OM860MS57Z,0,0,7.600000,7.600000,7.600000,9.540000,8.090000,1.940000,5,1,4,0,5,0,0,0,1,1,6.730000,8.076000,1.720000,8.282400,8.740000
2026-04-28,UK,L1-54EX-56YC,B09445GL1C,15.74,15.74,FBA,A1DAYMAX3O8XTV,0,0,15.110000,15.740000,15.110000,16.990000,16.365000,1.880000,4,1,3,0,3,0,,0,0,1,10.157619,12.189143,5.350000,12.831143,18.101000
2026-04-28,UK,L3-ZQ8U-A7LQ,B004I2N5AS,17.65,17.65,FBM,A1F92QV0FWDK1C,0,0,17.630000,17.630000,17.650000,24.990000,21.155000,7.360000,4,1,3,0,4,0,0,1,0,0,12.355423,14.826508,7.852381,15.768793,20.297500
2026-04-28,UK,L5-PF3B-WHU4,B09LDDFK4R,32.34,32.34,FBA,,0,0,32.340000,32.340000,,,,,2,2,0,0,0,0,,,0,0,26.130000,31.356000,17.500000,33.456000,37.191000
2026-04-28,UK,LP-QMNJ-J49G,B0CL5DHG37,,4.32,Unknown,AB5OM860MS57Z,1,1,4.320000,4.320000,,4.320000,4.320000,0.000000,1,1,0,0,1,0,0,0,1,1,3.445000,4.134000,0.700000,4.218000,4.968000
2026-04-28,UK,LV-425G-BY4X,9188805646,27.46,27.46,FBM,A1ROBKG8KDMXEJ,0,0,27.460000,27.480000,27.460000,64.810000,38.100000,37.350000,8,1,7,0,8,0,0,1,0,1,22.574211,27.089053,16.380000,29.054653,31.579000
2026-04-28,UK,MY-KL21-NMV5,B0913SVFD3,37.89,37.89,FBA,AB5OM860MS57Z,0,0,37.890000,37.890000,37.890000,49.920000,40.895000,12.030000,8,2,6,0,7,0,0,0,1,1,27.853636,33.424363,18.500000,35.644363,43.573500
2026-04-28,UK,NN-TSZ1-X2RD,B093FQYQJH,7.24,7.24,FBA,A1JC7HNS9WAGK9,0,0,7.240000,7.240000,7.240000,19.940000,9.040000,12.700000,13,3,10,0,10,0,0,0,1,1,6.010805,7.212966,3.503158,7.633345,8.326000
2026-04-28,UK,OV-LVEL-DQL6,B08W25WKTN,14.67,14.67,FBA,A1E88B8O9I7MTW,0,0,13.990000,14.670000,13.990000,29.990000,17.635000,16.000000,12,4,8,0,11,0,0,0,1,1,11.704048,14.044858,6.950000,14.878858,16.870500
2026-04-28,UK,R7-98IN-2PW8,B08CHKHTWX,,5.45,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,4.500000,5.400000,2.500000,5.700000,6.267500
2026-04-28,UK,RB-1O77-8969,B000X2F4II,,7.92,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.712222,6.854666,2.600000,7.166666,9.108000
2026-04-28,UK,RB-82FL-T88J,B0CJ8TNZ67,,24.99,,,1,1,,,,,,,0,0,0,0,0,17,,,0,0,22.259835,26.711802,14.500000,28.451802,28.738500
2026-04-28,UK,RI-VSUS-0YTD,B08MVGD2ND,,6.94,,,1,1,,,,,,,0,0,0,0,0,2,,,0,0,5.875000,7.050000,1.650000,7.248000,7.981000
2026-04-28,UK,RZ-6ZL9-CZ7J,B075XT2J8X,,6.15,,,1,1,,,,,,,0,0,0,0,0,9,,,0,0,8.500000,10.200000,2.420000,10.490400,7.072500
2026-04-28,UK,SE-UITZ-7CPY,B006SYGN9O,,9.82,,,1,1,,,,,,,0,0,0,0,0,17,,,0,0,6.891333,8.269600,3.410000,8.678800,11.293000
2026-04-28,UK,SU-JM8R-2U82,B09ST7SSLW,,16.0,,,1,1,,,,,,,0,0,0,0,0,6,,,0,0,11.762500,14.115000,6.950000,14.949000,18.400000
2026-04-28,UK,SZ-UL4K-SE7W,B002QGAF8S,,11.99,,,1,1,,,,,,,0,0,0,0,0,8,,,0,0,7.159003,8.590804,3.097419,8.962494,13.788500
2026-04-28,UK,TJ-6LOP-OPEU,B08P63MSS9,,6.49,,,1,1,,,,,,,0,0,0,0,0,7,,,0,0,5.190000,6.228000,2.190000,6.490800,7.463500
2026-04-28,UK,TK-E7QE-T40G,B000FPU2SK,,7.48,,,1,1,,,,,,,0,0,0,0,0,7,,,0,0,6.742000,8.090400,3.800000,8.546400,8.602000
2026-04-28,UK,U1-M5BM-8F5W,B0C9J86XCZ,,22.13,,,1,1,,,,,,,0,0,0,0,0,9,,,0,0,18.221439,21.865727,13.000000,23.425727,25.449500
2026-04-28,UK,US-AK96-YFSB,B002DPGTF0,,4.52,,,1,1,,,,,,,0,0,0,0,0,3,,,0,0,4.684559,5.621471,1.250000,5.771471,5.198000
2026-04-28,UK,VF-3T0K-DR5O,B08KFFY86W,,4.85,,,1,1,,,,,,,0,0,0,0,0,13,,,0,0,4.281534,5.137841,2.050000,5.383841,5.577500
2026-04-28,UK,VL-48KZ-J3F2,B07L8N2TC1,,4.99,,,1,1,,,,,,,0,0,0,0,0,6,,,0,0,4.370000,5.244000,1.190000,5.386800,5.738500
2026-04-28,UK,VU-8KRA-QP5M,B0BNLWBLMV,,12.95,,,1,1,,,,,,,0,0,0,0,0,12,,,0,0,8.840588,10.608706,4.320000,11.127106,14.892500
2026-04-28,UK,W3-8FN7-FSP0,B004J71OSC,,6.36,,,1,1,,,,,,,0,0,0,0,0,3,,,0,0,5.000000,6.000000,2.990000,6.358800,7.314000
2026-04-28,UK,WE-1Z7L-SA2I,B08MVG9QZW,,6.15,,,1,1,,,,,,,0,0,0,0,0,3,,,0,0,5.030000,6.036000,1.650000,6.234000,7.072500
2026-04-28,UK,WJ-YHKC-EES5,B07CN7NRF7,,9.0,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,4.804000,5.764800,2.090000,6.015600,10.350000
2026-04-28,UK,X7-MY4W-H2I4,B00S9IXBVU,,9.45,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.970000,7.164000,2.280000,7.437600,10.867500
2026-04-28,UK,XE-YPAI-HX9F,B086ZD7MG6,,9.03,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,7.073812,8.488574,4.790000,9.063374,10.384500
2026-04-28,UK,XH-0LAE-FQO5,B00AOES9GE,,6.13,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.141400,6.169680,2.900000,6.517680,7.049500
2026-04-28,UK,XY-UM2X-TPS3,B003VTZAM0,,9.59,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,8.190000,9.828000,4.570000,10.376400,11.028500
2026-04-28,UK,YO-EKK2-FRCC,B00BWU7MNU,,5.35,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,5.436667,6.524000,2.380000,6.809600,6.152500
