run_id,started_utc,finished_utc,status,calls_products_pricing_get_price,calls_listings_items_get_item,calls_finances_get_financial_events,notes
api_20260207T114556Z_9acbf005,2026-02-07T11:45:56.681276+00:00,2026-02-07T11:46:16.772497+00:00,OK,0,9,,datasets=inventory_inbound
api_20260207T114621Z_2181ad50,2026-02-07T11:46:21.478331+00:00,2026-02-07T11:46:42.905816+00:00,OK,0,9,,datasets=inventory_inbound
api_20260207T115140Z_a1d6fa54,2026-02-07T11:51:40.186205+00:00,2026-02-07T11:51:41.969447+00:00,FAIL,0,0,0,"datasets=refunds_adjustments; error=financial events failed: 400 {
  ""errors"": [
    {
      ""code"": ""InvalidInput"",
      ""message"": ""Date is not valid, should be no later than 2 minutes from now"",
      ""details"": """"
    }
  ]
}"
api_20260207T115200Z_333fcae7,2026-02-07T11:52:00.722585+00:00,2026-02-07T11:52:02.583587+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260207T115206Z_d379aa96,2026-02-07T11:52:06.426598+00:00,2026-02-07T11:52:08.274603+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260207T115236Z_356d3cda,2026-02-07T11:52:36.646889+00:00,2026-02-07T11:52:38.446894+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260207T115943Z_5c43aa8c,2026-02-07T11:59:43.583292+00:00,2026-02-07T11:59:43.583292+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260207T115736Z_e46881a7,2026-02-07T11:57:36.189102+00:00,2026-02-07T12:07:38.773087+00:00,OK,10,19,1,"datasets=listing_offer,inventory_inbound,refunds_adjustments"
api_20260207T120742Z_0d0e8c71,2026-02-07T12:07:42.856584+00:00,2026-02-07T12:17:51.968550+00:00,OK,10,19,1,"datasets=listing_offer,inventory_inbound,refunds_adjustments"
api_20260207T121819Z_dbaf9354,2026-02-07T12:18:19.581633+00:00,2026-02-07T12:28:11.004834+00:00,OK,10,10,0,datasets=listing_offer
api_20260207T122812Z_91663a35,2026-02-07T12:28:12.513797+00:00,2026-02-07T12:37:58.807367+00:00,OK,10,10,0,datasets=listing_offer
api_20260207T123811Z_65942200,2026-02-07T12:38:11.115136+00:00,2026-02-07T12:47:52.121811+00:00,OK,10,10,0,datasets=listing_offer
api_20260207T124757Z_620694ab,2026-02-07T12:47:57.777538+00:00,2026-02-07T12:48:19.327120+00:00,OK,0,9,1,"datasets=inventory_inbound,refunds_adjustments"
api_20260207T155332Z_555c850d,2026-02-07T15:53:32.496248+00:00,2026-02-07T16:03:13.953410+00:00,OK,10,10,0,datasets=listing_offer
api_20260207T161238Z_db005f99,2026-02-07T16:12:38.712635+00:00,2026-02-07T16:12:38.713661+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260207T161031Z_87def5ac,2026-02-07T16:10:31.554831+00:00,2026-02-07T16:20:15.542112+00:00,OK,10,10,0,datasets=listing_offer
api_20260208T070830Z_0175eb42,2026-02-08T07:08:30.468693+00:00,2026-02-08T07:08:49.418389+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T070844Z_c3d35c45,2026-02-09T07:08:44.929291+00:00,2026-02-09T07:09:03.755987+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T100545Z_a8534e06,2026-02-09T10:05:45.840168+00:00,2026-02-09T10:06:06.468046+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T101426Z_35bcc1d8,2026-02-09T10:14:26.064248+00:00,2026-02-09T10:24:11.947495+00:00,OK,10,10,0,datasets=listing_offer
api_20260209T102949Z_7f48b2d7,2026-02-09T10:29:49.256568+00:00,2026-02-09T10:30:09.514375+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T103101Z_9c2527f7,2026-02-09T10:31:01.755526+00:00,2026-02-09T10:40:53.699997+00:00,OK,10,10,0,datasets=listing_offer
api_20260209T110412Z_f837f242,2026-02-09T11:04:12.575454+00:00,2026-02-09T11:04:12.575454+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110419Z_df649d77,2026-02-09T11:04:19.771497+00:00,2026-02-09T11:04:19.771497+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110431Z_8dfb7823,2026-02-09T11:04:31.210528+00:00,2026-02-09T11:04:31.211528+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110442Z_b01994bb,2026-02-09T11:04:42.650463+00:00,2026-02-09T11:04:42.651477+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110454Z_512216f0,2026-02-09T11:04:54.149002+00:00,2026-02-09T11:04:54.149002+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110505Z_4be77fcf,2026-02-09T11:05:05.644950+00:00,2026-02-09T11:05:05.644950+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110517Z_d8ee5b46,2026-02-09T11:05:17.131260+00:00,2026-02-09T11:05:17.132260+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110521Z_40b1aa0e,2026-02-09T11:05:21.838604+00:00,2026-02-09T11:05:21.838604+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110528Z_4524bbf3,2026-02-09T11:05:28.560908+00:00,2026-02-09T11:05:28.560908+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110540Z_4b60f46b,2026-02-09T11:05:40.001291+00:00,2026-02-09T11:05:40.001291+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110551Z_24b5168f,2026-02-09T11:05:51.545814+00:00,2026-02-09T11:05:51.545814+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110602Z_31f401d6,2026-02-09T11:06:02.983805+00:00,2026-02-09T11:06:02.983805+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110614Z_1dd7a2eb,2026-02-09T11:06:14.482244+00:00,2026-02-09T11:06:14.483243+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110617Z_ad6ef0cd,2026-02-09T11:06:17.622671+00:00,2026-02-09T11:06:17.623672+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T110625Z_4f03a6d2,2026-02-09T11:06:25.879342+00:00,2026-02-09T11:06:25.880342+00:00,SKIPPED_LOCK_BUSY,0,0,0,lock busy
api_20260209T111300Z_27f997fa,2026-02-09T11:13:00.231211+00:00,2026-02-09T11:22:43.674627+00:00,OK,10,10,0,datasets=listing_offer
api_20260209T112415Z_690629cc,2026-02-09T11:24:15.670857+00:00,2026-02-09T11:24:36.212165+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T112528Z_9f352c1e,2026-02-09T11:25:28.709133+00:00,2026-02-09T11:35:10.067019+00:00,OK,10,10,0,datasets=listing_offer
api_20260209T115904Z_4db6bdbc,2026-02-09T11:59:04.557409+00:00,2026-02-09T11:59:24.886957+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T120018Z_c5027568,2026-02-09T12:00:18.923994+00:00,2026-02-09T12:10:01.155329+00:00,OK,10,10,0,datasets=listing_offer
api_20260209T122259Z_5b4bbe3e,2026-02-09T12:22:59.148106+00:00,2026-02-09T12:23:19.172223+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260209T122418Z_1a73ad69,2026-02-09T12:24:18.183440+00:00,2026-02-09T12:34:05.363257+00:00,OK,10,10,0,datasets=listing_offer
api_20260209T131321Z_931d115c,2026-02-09T13:13:21.340876+00:00,2026-02-09T13:23:26.476595+00:00,OK,10,19,1,"datasets=listing_offer,inventory_inbound,refunds_adjustments"
api_20260209T133034Z_4b21fd5c,2026-02-09T13:30:34.694594+00:00,2026-02-09T13:40:37.136327+00:00,OK,10,19,1,"datasets=listing_offer,inventory_inbound,refunds_adjustments"
api_20260209T152245Z_07104bbd,2026-02-09T15:22:45.174691+00:00,2026-02-09T15:33:05.859951+00:00,OK,10,19,1,"datasets=listing_offer,inventory_inbound,refunds_adjustments"
api_20260210T060825Z_e753eb14,2026-02-10T06:08:25.741552+00:00,2026-02-10T06:08:44.905980+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260210T060938Z_76585323,2026-02-10T06:09:38.887545+00:00,2026-02-10T06:19:17.193594+00:00,OK,10,10,0,datasets=listing_offer
api_20260210T134314Z_82abe855,2026-02-10T13:43:14.546274+00:00,2026-02-10T13:53:03.162944+00:00,OK,10,10,0,datasets=listing_offer
api_20260210T145052Z_135090f9,2026-02-10T14:50:52.087233+00:00,2026-02-10T14:50:53.844898+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260210T165431Z_622c2df7,2026-02-10T16:54:31.733480+00:00,2026-02-10T16:55:16.225263+00:00,OK,10,10,0,datasets=listing_offer
api_20260210T185739Z_c0ec18be,2026-02-10T18:57:39.644214+00:00,2026-02-10T18:57:41.541301+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260210T230234Z_0214b4eb,2026-02-10T23:02:34.069586+00:00,2026-02-10T23:02:36.049100+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260211T030952Z_6a8f221d,2026-02-11T03:09:52.588811+00:00,2026-02-11T03:09:54.275163+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260211T060924Z_8205ba9c,2026-02-11T06:09:24.720463+00:00,2026-02-11T06:09:50.133702+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260211T061041Z_3f446c14,2026-02-11T06:10:41.330709+00:00,2026-02-11T06:20:23.700689+00:00,OK,10,10,0,datasets=listing_offer
api_20260211T095817Z_fb46bf1a,2026-02-11T09:58:17.401222+00:00,2026-02-11T09:58:19.094468+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260211T140710Z_df8554d8,2026-02-11T14:07:10.834549+00:00,2026-02-11T14:07:12.588598+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260211T165418Z_d60d5748,2026-02-11T16:54:18.817309+00:00,2026-02-11T16:54:39.204987+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260211T165535Z_92a7fd9b,2026-02-11T16:55:35.398331+00:00,2026-02-11T17:05:17.033963+00:00,OK,10,10,0,datasets=listing_offer
api_20260211T180752Z_95ae9157,2026-02-11T18:07:52.407273+00:00,2026-02-11T18:07:54.061093+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260211T221046Z_a3ac9f15,2026-02-11T22:10:46.550693+00:00,2026-02-11T22:10:48.478810+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260212T021335Z_5caecf23,2026-02-12T02:13:35.455797+00:00,2026-02-12T02:13:37.067944+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260212T060919Z_e7171bf3,2026-02-12T06:09:19.924307+00:00,2026-02-12T06:09:39.211221+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260212T061028Z_959f323f,2026-02-12T06:10:28.809412+00:00,2026-02-12T06:20:07.118203+00:00,OK,10,10,0,datasets=listing_offer
api_20260212T091318Z_9fa09bc0,2026-02-12T09:13:18.806847+00:00,2026-02-12T09:13:20.886905+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260212T132306Z_8fdb341c,2026-02-12T13:23:06.606712+00:00,2026-02-12T13:23:08.306350+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260212T173444Z_29c75d72,2026-02-12T17:34:44.146488+00:00,2026-02-12T17:34:45.955341+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260212T214547Z_da2f0357,2026-02-12T21:45:47.170114+00:00,2026-02-12T21:45:48.916047+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260213T015307Z_283a34ba,2026-02-13T01:53:07.877244+00:00,2026-02-13T01:53:09.541788+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260213T060811Z_9566b5c9,2026-02-13T06:08:11.177491+00:00,2026-02-13T06:08:30.156878+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260213T060922Z_14f198f6,2026-02-13T06:09:22.102665+00:00,2026-02-13T06:19:00.251558+00:00,OK,10,10,0,datasets=listing_offer
api_20260213T091650Z_d069a374,2026-02-13T09:16:50.655538+00:00,2026-02-13T09:16:52.625248+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260213T132637Z_44292972,2026-02-13T13:26:37.116676+00:00,2026-02-13T13:26:38.875189+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260214T060810Z_f2495695,2026-02-14T06:08:10.334170+00:00,2026-02-14T06:08:29.561586+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260214T095737Z_2fd2fa79,2026-02-14T09:57:37.725033+00:00,2026-02-14T09:57:39.344958+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260214T133602Z_33157541,2026-02-14T13:36:02.588186+00:00,2026-02-14T13:45:47.226752+00:00,OK,10,10,0,datasets=listing_offer
api_20260214T140326Z_82145c7c,2026-02-14T14:03:26.798291+00:00,2026-02-14T14:03:28.550567+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260214T180331Z_1619d677,2026-02-14T18:03:31.636227+00:00,2026-02-14T18:03:33.292421+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260214T220638Z_e0860bad,2026-02-14T22:06:38.165043+00:00,2026-02-14T22:06:39.959081+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260215T020704Z_0c25166e,2026-02-15T02:07:04.740022+00:00,2026-02-15T02:07:06.418928+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260215T060804Z_735fcb27,2026-02-15T06:08:04.818640+00:00,2026-02-15T06:08:23.799950+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260216T060823Z_e4191bea,2026-02-16T06:08:23.379808+00:00,2026-02-16T06:08:42.505433+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260216T093210Z_50384d2b,2026-02-16T09:32:10.609469+00:00,2026-02-16T09:32:12.453549+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260216T122059Z_23e8c217,2026-02-16T12:20:59.634843+00:00,2026-02-16T12:22:18.321527+00:00,OK,10,19,1,"datasets=listing_offer,inventory_inbound,refunds_adjustments"
api_20260216T133313Z_f539a7d4,2026-02-16T13:33:13.835616+00:00,2026-02-16T13:33:15.453209+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260216T143155Z_40ca73ad,2026-02-16T14:31:55.604060+00:00,2026-02-16T14:32:49.701627+00:00,OK,12,12,0,datasets=listing_offer
api_20260216T173448Z_c260fd36,2026-02-16T17:34:48.982634+00:00,2026-02-16T17:34:50.782014+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260216T213724Z_e6a754ba,2026-02-16T21:37:24.849121+00:00,2026-02-16T21:37:26.745285+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260217T014000Z_2f9e32c1,2026-02-17T01:40:00.143627+00:00,2026-02-17T01:40:01.832340+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260217T054005Z_cf98780f,2026-02-17T05:40:05.035338+00:00,2026-02-17T05:40:06.887522+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260217T060812Z_005cfcea,2026-02-17T06:08:12.322347+00:00,2026-02-17T06:08:31.349860+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260217T090730Z_16c02242,2026-02-17T09:07:30.645620+00:00,2026-02-17T09:08:26.512533+00:00,OK,12,12,0,datasets=listing_offer
api_20260217T094252Z_851e558a,2026-02-17T09:42:52.672013+00:00,2026-02-17T09:43:45.433517+00:00,OK,12,12,0,datasets=listing_offer
api_20260217T094346Z_38f8a948,2026-02-17T09:43:46.609591+00:00,2026-02-17T09:43:48.259264+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260217T125754Z_e756cecf,2026-02-17T12:57:54.208731+00:00,2026-02-17T12:58:14.574177+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260217T135001Z_b1ee6740,2026-02-17T13:50:01.843008+00:00,2026-02-17T13:50:21.807030+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260217T141504Z_10e6b3a2,2026-02-17T14:15:04.155381+00:00,2026-02-17T14:15:06.298871+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260217T181539Z_0e9d9c2d,2026-02-17T18:15:39.841255+00:00,2026-02-17T18:15:41.881565+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260217T221740Z_06360f18,2026-02-17T22:17:40.973713+00:00,2026-02-17T22:17:43.131435+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260218T000017Z_9313592d,2026-02-18T00:00:17.846379+00:00,2026-02-18T00:01:07.785286+00:00,OK,12,12,0,datasets=listing_offer
api_20260218T021825Z_2db0cf01,2026-02-18T02:18:25.644107+00:00,2026-02-18T02:18:27.451600+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260218T060812Z_222f6abb,2026-02-18T06:08:12.693229+00:00,2026-02-18T06:08:31.823935+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260218T091940Z_6fc3d70e,2026-02-18T09:19:40.325331+00:00,2026-02-18T09:19:42.244252+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260218T132009Z_9cd5d8a0,2026-02-18T13:20:09.518375+00:00,2026-02-18T13:20:11.229272+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260218T161604Z_fdb2f0fa,2026-02-18T16:16:04.340033+00:00,2026-02-18T16:16:06.387341+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260218T161652Z_c0949cd0,2026-02-18T16:16:52.868222+00:00,2026-02-18T16:16:54.560653+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260218T201703Z_ac0306cc,2026-02-18T20:17:03.635882+00:00,2026-02-18T20:17:05.514058+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260219T000137Z_4381e7fa,2026-02-19T00:01:37.405056+00:00,2026-02-19T00:02:27.622132+00:00,OK,12,12,0,datasets=listing_offer
api_20260219T002428Z_e5ae3003,2026-02-19T00:24:28.799233+00:00,2026-02-19T00:24:30.530843+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260219T043022Z_cbf9c7a7,2026-02-19T04:30:22.805803+00:00,2026-02-19T04:30:24.426172+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260219T090314Z_5cba5b1d,2026-02-19T09:03:14.651044+00:00,2026-02-19T09:03:16.248059+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260219T104119Z_85aca566,2026-02-19T10:41:19.360279+00:00,2026-02-19T10:41:40.485034+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T112050Z_ff49b5b9,2026-02-19T11:20:50.968256+00:00,2026-02-19T11:21:11.344599+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T112315Z_c07c8dcf,2026-02-19T11:23:15.950902+00:00,2026-02-19T11:23:36.524678+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T112457Z_ac211944,2026-02-19T11:24:57.639295+00:00,2026-02-19T11:25:17.932719+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T114342Z_9b0eaeef,2026-02-19T11:43:42.786570+00:00,2026-02-19T11:44:02.908195+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T130559Z_6997cd87,2026-02-19T13:05:59.538152+00:00,2026-02-19T13:06:01.272000+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260219T132905Z_c66cbd6c,2026-02-19T13:29:05.935538+00:00,2026-02-19T13:29:26.212308+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T134229Z_7f836893,2026-02-19T13:42:29.506837+00:00,2026-02-19T13:42:50.440942+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T142326Z_ba747ea0,2026-02-19T14:23:26.422753+00:00,2026-02-19T14:23:46.132284+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260219T170805Z_0c1f0f77,2026-02-19T17:08:05.285869+00:00,2026-02-19T17:08:07.175185+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260219T175900Z_9f135ef2,2026-02-19T17:59:00.225761+00:00,2026-02-19T17:59:19.352355+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260220T060809Z_e47e2409,2026-02-20T06:08:09.034616+00:00,2026-02-20T06:08:28.698285+00:00,OK,0,9,0,datasets=inventory_inbound
api_20260220T091918Z_9a184234,2026-02-20T09:19:18.988728+00:00,2026-02-20T09:20:09.655930+00:00,OK,12,12,0,datasets=listing_offer
api_20260220T092011Z_ab55829b,2026-02-20T09:20:11.106474+00:00,2026-02-20T09:20:12.731157+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260220T110122Z_31a621a7,2026-02-20T11:01:22.356376+00:00,2026-02-20T11:02:15.938028+00:00,OK,12,12,0,datasets=listing_offer
api_20260220T110607Z_c597dca7,2026-02-20T11:06:07.866841+00:00,2026-02-20T11:07:02.147133+00:00,OK,12,12,0,datasets=listing_offer
api_20260220T112525Z_f01f1d60,2026-02-20T11:25:25.977973+00:00,2026-02-20T11:29:59.317393+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T114829Z_dbb46418,2026-02-20T11:48:29.414278+00:00,2026-02-20T11:53:11.038284+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T121034Z_2766142d,2026-02-20T12:10:34.552856+00:00,2026-02-20T12:13:41.342901+00:00,OK,0,0,0,datasets=listing_offer
api_20260220T123130Z_9aedc82f,2026-02-20T12:31:30.295546+00:00,2026-02-20T12:36:05.622279+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T125440Z_19ccd5a9,2026-02-20T12:54:40.528901+00:00,2026-02-20T12:59:23.905693+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T131446Z_d2987de4,2026-02-20T13:14:46.951799+00:00,2026-02-20T13:19:13.250285+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T132903Z_e073eff6,2026-02-20T13:29:03.320979+00:00,2026-02-20T13:29:05.288043+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260220T133633Z_4ca4adde,2026-02-20T13:36:33.625966+00:00,2026-02-20T13:41:07.061789+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T135611Z_a9c5745e,2026-02-20T13:56:11.983106+00:00,2026-02-20T14:00:57.141855+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T141636Z_c3c06d27,2026-02-20T14:16:36.459469+00:00,2026-02-20T14:21:18.203395+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T143907Z_749482aa,2026-02-20T14:39:07.201592+00:00,2026-02-20T14:43:35.127931+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T151713Z_fe92757f,2026-02-20T15:17:13.626242+00:00,2026-02-20T15:21:50.745493+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T155013Z_dd307ec5,2026-02-20T15:50:13.117576+00:00,2026-02-20T15:54:35.862416+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T160939Z_b7077b70,2026-02-20T16:09:39.136805+00:00,2026-02-20T16:13:58.121249+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T163141Z_9c1faf33,2026-02-20T16:31:41.809725+00:00,2026-02-20T16:36:00.379634+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T165249Z_068cfead,2026-02-20T16:52:49.725285+00:00,2026-02-20T16:57:08.527074+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T171500Z_186aa30a,2026-02-20T17:15:00.163049+00:00,2026-02-20T17:19:17.188187+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T172956Z_cab27c3a,2026-02-20T17:29:56.350633+00:00,2026-02-20T17:29:58.128086+00:00,OK,0,0,1,datasets=refunds_adjustments
api_20260220T173702Z_c3c1dd70,2026-02-20T17:37:02.694265+00:00,2026-02-20T17:41:19.240629+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T175841Z_aeb51032,2026-02-20T17:58:41.594202+00:00,2026-02-20T18:02:58.735295+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T182049Z_a48bf9c9,2026-02-20T18:20:49.210550+00:00,2026-02-20T18:25:05.408903+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T184249Z_bb09bc4f,2026-02-20T18:42:49.458486+00:00,2026-02-20T18:47:05.725222+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T190403Z_ad4f7f4c,2026-02-20T19:04:03.634163+00:00,2026-02-20T19:08:22.774758+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T192618Z_4d5b3797,2026-02-20T19:26:18.377458+00:00,2026-02-20T19:30:40.885727+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T194842Z_07097949,2026-02-20T19:48:42.438257+00:00,2026-02-20T19:53:04.500363+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T200949Z_4e32faa6,2026-02-20T20:09:49.740561+00:00,2026-02-20T20:14:09.514616+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T203137Z_69ffb064,2026-02-20T20:31:37.191362+00:00,2026-02-20T20:35:57.800528+00:00,OK,61,61,0,datasets=listing_offer
api_20260220T205337Z_4b8d5df4,2026-02-20T20:53:37.123912+00:00,2026-02-20T20:57:55.465427+00:00,OK,61,61,0,datasets=listing_offer
