"event_ts_utc","sku","state","old_price_gbp","new_price_gbp","write_status","write_error","final_ceiling_landed_gbp","hard_floor_gbp","reason_codes_json"
"2026-02-16T20:56:14Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T21:12:08Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T21:28:13Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T21:44:05Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T22:00:03Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T22:15:55Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T22:31:48Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T22:47:46Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T23:03:43Z","L1-54EX-56YC","RAISE_FIND_LOSS","12.84","13.04","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T23:19:39Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.04","13.24","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T23:35:34Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.24","13.44","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-16T23:51:30Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.44","13.64","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T00:07:25Z","L1-54EX-56YC","REGAIN","15.3","12.96","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T00:23:18Z","L1-54EX-56YC","REGAIN","12.96","12.96","NO_WRITE_REQUIRED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T00:39:09Z","L1-54EX-56YC","REGAIN","12.96","12.96","NO_WRITE_REQUIRED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T00:55:07Z","L1-54EX-56YC","REGAIN","12.96","12.96","NO_WRITE_REQUIRED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T01:11:06Z","L1-54EX-56YC","RAISE_FIND_LOSS","12.96","13.16","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T01:27:04Z","L1-54EX-56YC","REGAIN","14.3","12.84","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T01:43:00Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T01:58:55Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T02:14:50Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T02:30:45Z","L1-54EX-56YC","RAISE_FIND_LOSS","12.84","13.04","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T02:46:45Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.04","13.24","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T03:02:46Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.24","13.44","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T03:18:49Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.44","13.64","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T03:34:42Z","L1-54EX-56YC","REGAIN","13.64","12.84","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T03:50:42Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T04:06:42Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T04:22:37Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T04:38:36Z","L1-54EX-56YC","RAISE_FIND_LOSS","12.84","13.04","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T04:54:34Z","L1-54EX-56YC","REGAIN","13.04","12.96","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T05:10:29Z","L1-54EX-56YC","REGAIN","12.96","12.96","NO_WRITE_REQUIRED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T05:26:24Z","L1-54EX-56YC","REGAIN","12.96","12.96","NO_WRITE_REQUIRED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T05:42:15Z","L1-54EX-56YC","REGAIN","12.96","12.84","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T05:58:12Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T06:14:08Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T06:30:08Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T06:46:04Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T07:01:57Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T07:17:53Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T07:33:46Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T07:49:41Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T08:44:05Z","L1-54EX-56YC","REGAIN","14.3","12.84","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T09:00:12Z","L1-54EX-56YC","REGAIN","12.84","12.84","APPLIED","","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T09:16:10Z","L1-54EX-56YC","RAISE_FIND_LOSS","12.84","13.04","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T09:32:29Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.04","13.24","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T09:48:52Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.24","13.44","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T10:05:21Z","L1-54EX-56YC","RAISE_FIND_LOSS","13.44","13.64","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""MISSING_BOUND_RAISE_FIND_LOSS"",""STEP_RAISE_FIND_LOSS_UP"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
"2026-02-17T10:21:47Z","L1-54EX-56YC","REGAIN","13.64","12.96","WRITE_NOT_APPLIED","WRITE_NOT_APPLIED","17.99","12.84","[""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_TO_RIVAL"",""BINDING_CEILING_MANUAL_CAP"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]"
